employee_code,full_name,department,salary_millimes,hire_date,month_elapsed_pct,salary_tier,tenure_months,past_advance_count,on_time_repayment_rate,dept_attrition_rate,performance_score,has_active_advance,days_since_last_advance,existing_debt_ratio,requested_amount_pct,true_max_pct
EMP00177,Ines Jebali,Logistics,3409116,2024-12-08,0.5484,1,12.3,2,0.6507,0.0854,3.5,1,31,0.4038,47.96,7.938508903746109
EMP00178,Ines Meddeb,Finance,2313253,2026-06-04,0.3333,1,3.2,0,0.7812,0.1125,3.5,1,365,0.4301,40.3,1.1498754477792874
EMP00179,Sirine Saidi,Sales,5302227,2025-08-24,0.6,2,7.8,0,0.7778,0.1508,4.0,1,365,0.4727,5.26,10.573261979778065
EMP00180,Mehdi Saidi,Support,1568843,2026-03-08,0.7667,1,6.5,0,0.7963,0.2458,3.0,0,365,0.2933,47.63,21.62355212809887
EMP00181,Aymen Yahyaoui,Finance,6687108,2024-06-19,0.4194,2,17.8,1,0.8027,0.1231,4.0,0,347,0.1456,13.32,18.397768660560562
EMP00182,Olfa Elloumi,Sales,800285,2025-10-31,0.5667,0,5.5,1,0.8318,0.2541,2.5,0,140,0.0497,33.51,16.704585462687138
EMP00183,Emna Boukthir,Sales,2296531,2024-10-06,0.9333,1,20.7,2,0.8284,0.2902,4.0,0,113,0.3055,31.98,29.11683478086135
EMP00184,Imed Boukthir,Sales,2739122,2026-01-28,0.5333,1,2.6,0,0.8992,0.162,3.5,0,365,0.0255,41.96,5.997474370749932
EMP00185,Sami Trabelsi,Engineering,4381609,2025-11-18,0.9677,2,4.3,1,0.767,0.1362,4.5,0,290,0.4621,16.94,27.698346752273263
EMP00186,Bilel Jebali,Logistics,1275156,2023-10-14,0.6129,0,26.2,1,0.9255,0.2039,2.5,0,308,0.0015,17.26,18.859617668735225
EMP00187,Riadh Chaabane,Logistics,1344210,2025-06-07,0.1935,0,8.9,0,0.9413,0.1108,2.5,0,365,0.0458,38.53,5.395754246276411
EMP00188,Cyrine Fakhfakh,Finance,7193223,2020-07-30,0.4516,2,65.5,1,0.7433,0.121,4.0,0,90,0.3938,29.93,15.871280828653815
EMP00189,Sonia Khlifi,Finance,6666341,2013-04-11,0.1786,2,153.8,8,0.9256,0.0855,3.5,0,220,0.0215,23.72,16.669238013314274
EMP00190,Wafa Bouzid,Finance,7253236,2025-10-03,0.7667,2,8.6,1,0.9442,0.0552,4.0,0,270,0.0049,41.85,28.831336569018326
EMP00191,Fatma Tlili,Logistics,3261736,2026-03-21,0.1333,1,2.5,0,0.8645,0.1356,3.5,0,365,0.0897,39.55,2.4107764737552464
EMP00192,Slim Oueslati,Engineering,7264568,2006-12-16,0.871,2,233.3,5,0.6648,0.0975,4.0,0,272,0.4486,30.99,28.0143492712551
EMP00193,Houssem Boujemaa,Sales,3290359,2018-07-13,0.9643,1,91.5,15,0.8091,0.1534,3.5,1,29,0.2762,26.86,24.162986311902237
EMP00194,Yasmine Chahed,Sales,1355788,2018-02-12,0.0323,0,103.6,1,0.8686,0.2495,2.0,0,140,0.1665,0.23,0.8539302461304887
EMP00195,Mohamed Yahyaoui,Sales,1947120,2025-10-12,0.6667,1,1.3,1,0.7243,0.2729,3.5,1,1,0.3851,38.95,3.1017933427451423
EMP00196,Fatma Mejri,Logistics,1401179,2011-06-03,0.7143,0,176.6,12,0.8177,0.0849,2.5,0,201,0.1783,34.38,23.37735031511452
EMP00197,Mohamed Ben Ali,Support,1440799,2025-10-25,0.0323,0,1.2,1,0.6453,0.1283,2.5,1,41,0.4989,47.61,0.0
EMP00198,Rania Fakhfakh,Sales,6114324,2023-02-14,0.6786,2,36.2,2,0.794,0.2663,4.5,0,134,0.0031,18.26,27.368920594540857
EMP00199,Skander Boujemaa,Logistics,3034099,2020-03-17,0.0645,1,78.5,13,0.823,0.2157,2.5,0,311,0.0556,20.45,5.0
EMP00200,Ahmed Khlifi,Sales,1443968,2025-09-05,0.0323,0,5.8,1,0.9875,0.2446,2.0,0,125,0.0012,48.32,0.6274452491323563
EMP00201,Dorra Meddeb,Support,1699102,2024-09-18,0.4,1,23.8,1,0.8017,0.2474,2.5,0,92,0.2323,5.77,13.218309890301128
EMP00202,Rim Boukthir,Logistics,1181200,2024-09-27,0.5333,0,18.6,2,0.8682,0.0875,2.5,0,321,0.0224,15.65,15.96793319361178
EMP00203,Leila Bouzid,Engineering,6917676,2026-03-18,0.9667,2,3.4,1,0.7523,0.1449,4.5,1,16,0.2247,4.16,22.09754179332315
EMP00204,Adel Mejri,Support,961026,2026-03-04,0.1,0,1.0,0,0.8147,0.1176,3.0,0,365,0.0486,9.9,0.294665915839403
EMP00205,Mehdi Hamdi,Engineering,7983985,2024-10-03,0.7419,2,15.7,1,0.8968,0.1607,3.5,0,57,0.1238,36.68,25.129760979175877
EMP00206,Olfa Khemiri,Sales,1715061,2014-01-14,0.7097,1,150.2,22,0.8199,0.1566,4.0,0,214,0.0627,26.1,29.912557447882424
EMP00207,Aymen Zouari,Support,2079811,2025-06-20,0.129,1,15.5,0,0.746,0.1041,3.5,0,365,0.014,2.49,7.724463223343224
EMP00208,Emna Fakhfakh,Support,883195,2025-09-24,0.7419,0,4.0,1,0.9159,0.1204,2.5,1,3,0.28,45.73,10.906181089288665
EMP00209,Emna Mechri,Engineering,2082697,2023-03-18,0.9032,1,40.3,4,0.7915,0.1757,3.5,1,24,0.4357,39.3,19.07322938430918
EMP00210,Riadh Yahyaoui,Support,1816324,2022-02-01,0.7097,1,47.7,2,0.7645,0.1347,3.0,0,240,0.2746,34.77,23.45276905663862
EMP00211,Firas Jebali,Logistics,2514055,2009-08-09,0.1613,1,202.8,25,0.8488,0.2118,3.5,0,100,0.1036,34.89,12.979819925051153
EMP00212,Nesrine Meddeb,Finance,2981064,2026-04-10,1.0,1,3.7,0,0.74,0.0897,3.5,0,365,0.4324,10.13,27.314247677690577
EMP00213,Bechir Ferchichi,Support,3412817,2023-02-27,1.0,1,37.1,4,0.6789,0.1668,3.5,0,259,0.5,22.03,28.83141323443895
EMP00214,Sami Bouzid,Logistics,2956677,2022-12-11,0.4194,1,43.0,3,0.8249,0.0946,3.0,1,3,0.3521,46.41,7.386723723397123
EMP00215,Ahlem Elloumi,Sales,6601568,2024-08-03,0.8387,2,17.8,2,0.8595,0.1701,4.5,0,117,0.0175,38.29,32.258154645466334
EMP00216,Aymen Yahyaoui,Finance,5074550,2015-01-11,0.5667,2,130.2,9,0.7663,0.1311,4.5,1,32,0.1692,44.49,16.499762970180356
EMP00217,Mohamed Trabelsi,Finance,1866235,2025-10-13,0.7667,1,1.3,1,0.7652,0.0706,3.0,1,5,0.3655,20.47,3.582040552649286
EMP00218,Karim Riahi,Support,1319402,2025-11-10,0.9677,0,4.6,0,0.8771,0.1649,2.5,0,365,0.0974,40.53,26.923311290992324
EMP00219,Wafa Gharbi,Logistics,984641,2023-02-28,0.3333,0,42.4,3,0.8853,0.1071,2.0,0,138,0.0137,4.05,9.154706304913907
EMP00220,Sami Khemiri,Sales,1308567,2009-03-22,0.1613,0,200.5,7,0.8996,0.2781,3.0,0,55,0.0806,5.83,9.087984874388653
EMP00221,Dorra Ferchichi,Engineering,1394984,2019-09-12,0.0667,0,78.6,10,0.7117,0.0543,2.0,0,239,0.1763,42.02,3.6925471640894383
EMP00222,Maher Zouari,Support,3395027,2013-04-02,0.0323,1,158.9,14,0.7747,0.175,3.5,1,29,0.3597,28.81,0.0
EMP00223,Emna Gharbi,Logistics,4825763,2025-10-13,0.0323,2,2.6,1,0.7709,0.2105,4.0,0,325,0.1911,15.74,0.3951850792724026
EMP00224,Bilel Chaabane,Engineering,1755363,2025-11-11,0.2258,1,7.8,0,0.952,0.0682,3.0,1,365,0.3896,3.92,0.0
EMP00225,Hatem Meddeb,Sales,6053496,2015-07-21,0.25,2,126.6,21,0.91,0.2455,4.0,0,307,0.1537,20.9,18.896923939616
EMP00226,Amine Boukthir,Engineering,2395353,2026-05-11,0.2258,1,2.9,0,0.8842,0.0966,3.0,0,365,0.1986,48.75,3.260553127925816
EMP00227,Asma Bensalem,Logistics,1165131,2019-09-01,0.5484,0,80.5,5,0.6668,0.1909,2.5,1,34,0.4006,45.76,7.512230046359397
EMP00228,Yasmine Boujemaa,Sales,2282253,2024-03-19,0.1613,1,25.5,1,0.8318,0.1225,3.0,0,119,0.0598,8.49,8.164782684059197
EMP00229,Maher Ferchichi,Logistics,1236593,2025-06-06,0.7097,0,6.5,1,0.8424,0.1152,2.5,0,82,0.1032,15.56,20.140335427999496
EMP00230,Karim Mechri,Sales,7668043,2018-03-31,0.1667,2,96.2,3,0.8685,0.2626,4.0,0,282,0.0064,25.83,12.390165579965497
EMP00231,Hichem Mechri,Engineering,1364820,2024-07-11,0.8065,0,25.5,0,0.9836,0.1738,2.5,0,365,0.0041,42.46,25.476108265588138
EMP00232,Emna Bouzid,Finance,2896969,2006-11-27,0.871,1,227.0,5,0.8409,0.1108,3.0,0,326,0.0416,6.83,32.86729114812273
EMP00233,Wael Fakhfakh,Logistics,2258066,2026-06-10,0.6452,1,1.3,1,0.6857,0.0839,3.0,1,15,0.3831,4.68,3.25653961269368
EMP00234,Nizar Nasri,Support,1700467,2024-01-24,0.5,1,26.7,3,0.6954,0.2056,3.5,0,125,0.4329,17.77,14.139700785651819
EMP00235,Hichem Yahyaoui,Engineering,2276295,2026-04-24,0.1935,1,2.4,0,0.879,0.1292,3.0,1,365,0.3365,13.03,0.0
EMP00236,Mohamed Dridi,Logistics,861135,2019-07-29,0.5333,0,82.6,7,0.8204,0.117,2.5,0,32,0.0952,6.44,18.293257274120553
EMP00237,Hatem Dridi,Support,3461799,2011-10-19,0.7742,1,173.1,7,0.7939,0.1148,4.0,0,306,0.0663,1.04,31.091233579082836
EMP00238,Leila Elloumi,Engineering,7232755,2015-06-25,0.2857,2,127.5,20,0.7934,0.1061,4.0,0,173,0.0802,36.81,17.0730043057202
EMP00239,Maher Ben Ali,Finance,6364199,2023-03-27,0.1,2,38.2,3,0.7497,0.0437,4.5,0,147,0.215,18.2,9.040907236056373
EMP00240,Imed Oueslati,Sales,2054495,2015-10-24,0.2903,1,121.5,15,0.8872,0.1489,3.5,0,24,0.0018,21.27,18.314735972193667
EMP00241,Ines Mejri,Sales,3410154,2025-04-29,0.5806,1,12.6,0,0.8384,0.1294,4.0,0,365,0.1133,0.75,19.785699717994294
EMP00242,Hatem Jebali,Engineering,2242870,2025-02-27,0.7667,1,8.8,0,0.8595,0.1644,3.5,0,365,0.0992,41.74,26.713254863842824
EMP00243,Wael Boukthir,Sales,2438557,2026-05-08,0.3667,1,1.1,0,0.7351,0.1522,3.5,0,365,0.2557,13.08,3.367068461914266
EMP00244,Khaled Yahyaoui,Support,2058319,2025-07-06,0.1,1,10.9,0,0.8783,0.1797,2.5,0,365,0.0365,12.83,5.769569777136255
EMP00245,Hichem Jedidi,Sales,2264416,2021-12-13,0.6333,1,47.2,1,0.8685,0.1287,3.0,0,343,0.1079,19.4,26.541474725647493
EMP00246,Ahmed Mejri,Logistics,4701746,2023-08-11,0.6452,2,35.3,5,0.5746,0.1045,3.5,1,3,0.6492,14.74,3.0878155124841653
EMP00247,Cyrine Chahed,Sales,996216,2025-10-23,0.6129,0,4.8,0,0.7667,0.1553,2.0,0,365,0.1031,42.8,13.01701187038354
EMP00248,Nesrine Cherif,Finance,1941087,2025-08-25,1.0,1,11.2,0,0.8001,0.1375,3.5,0,365,0.1979,31.56,32.56751200613801
EMP00249,Rym Bensalem,Logistics,1212323,2015-03-28,0.1333,0,127.3,5,0.6935,0.2197,3.0,1,1,0.2684,41.04,0.0
EMP00250,Aymen Bouzid,Finance,4363742,2025-11-17,0.7419,2,1.2,0,0.8658,0.0502,4.5,1,365,0.2476,5.36,4.967227902764429
EMP00251,Sirine Mansour,Logistics,1426474,2016-05-09,0.5333,0,119.2,11,0.8619,0.1823,2.5,0,127,0.1184,26.07,18.115809389914485
EMP00252,Tarek Meddeb,Engineering,3110999,2025-06-17,0.8387,1,6.3,1,0.852,0.0728,3.5,0,174,0.0899,37.12,29.277133636705546
EMP00253,Wael Riahi,Support,2741540,2024-03-06,0.5714,1,23.4,2,0.5974,0.1044,3.0,1,31,0.5306,18.44,2.9322130987442243
EMP00254,Bechir Cherif,Sales,1874893,2025-10-30,0.5,1,7.5,1,0.8498,0.2403,3.5,0,230,0.0198,24.83,18.32870706640836
EMP00255,Leila Saidi,Finance,865980,2025-06-26,0.3548,0,5.5,1,0.888,0.0456,2.0,0,179,0.2367,22.95,7.617317544399667
EMP00256,Hamza Mansour,Support,933028,2025-09-04,0.7,0,9.5,1,0.8915,0.2205,2.5,0,194,0.041,37.39,21.881747709492693
EMP00257,Rim Ayari,Engineering,5611869,2025-03-09,0.8667,2,8.6,1,0.6823,0.1273,4.0,1,12,0.5972,35.93,6.222231830048036
EMP00258,Zied Zouari,Support,974664,2024-09-27,0.7097,0,14.8,0,0.7846,0.2397,2.5,0,365,0.0945,31.49,20.635895239350706
EMP00259,Hamza Boughanmi,Sales,5071993,2026-03-30,0.6452,2,1.7,0,0.7843,0.1453,4.0,0,365,0.028,11.44,6.56968658862433
EMP00260,Dorra Mejri,Engineering,1601835,2021-04-29,0.0645,1,63.1,3,0.8884,0.1665,3.5,0,50,0.1414,49.03,5.0
EMP00261,Mariem Zouari,Engineering,2968170,2025-10-27,0.6452,1,1.8,0,0.9454,0.093,4.0,0,365,0.0314,49.85,7.329842277500183
EMP00262,Olfa Riahi,Sales,7480233,2024-12-07,0.1786,2,14.0,0,0.8548,0.1855,4.0,0,365,0.2455,38.71,8.196530365730439
EMP00263,Sawsen Trabelsi,Engineering,3232175,2026-06-25,0.6,1,2.8,0,0.8758,0.071,3.0,0,365,0.1239,11.36,6.240862420577547
EMP00264,Ines Cherif,Sales,6315108,2014-07-05,0.3871,2,147.2,10,0.8265,0.2342,4.0,0,313,0.0326,12.93,20.096818120790353
EMP00265,Meryem Chahed,Engineering,4800140,2026-03-21,0.5484,2,1.9,0,0.7801,0.1203,4.0,0,365,0.1371,11.42,6.0310631830561805
EMP00266,Nadia Dridi,Sales,1057818,2012-09-09,0.9677,0,162.6,16,0.9242,0.1486,3.0,0,41,0.2058,43.07,34.87632138791224
EMP00267,Ons Bensalem,Engineering,3497471,2014-03-20,0.7857,1,143.1,9,0.8506,0.1568,3.5,0,167,0.2192,27.27,29.832446768577974
EMP00268,Dorra Dridi,Logistics,1401814,2026-01-22,0.9355,0,4.2,0,0.8566,0.2138,2.5,0,365,0.1283,1.29,26.51475553940621
EMP00269,Adel Gharbi,Sales,4728882,2025-08-09,0.6774,2,9.4,0,0.8801,0.2425,4.0,0,365,0.0487,9.12,24.516999906158087
EMP00270,Mohamed Riahi,Logistics,1099462,2006-07-21,0.1071,0,234.5,39,0.8457,0.1936,2.5,0,104,0.2698,5.84,3.0048462230476143
EMP00271,Slim Boughanmi,Sales,2189888,2025-06-01,0.9032,1,4.9,1,0.9302,0.2976,3.0,0,317,0.1024,44.36,28.635700741521962
EMP00272,Maher Bouzid,Sales,3114811,2014-05-17,0.4194,1,138.9,10,0.9844,0.1816,3.5,0,221,0.0455,15.68,23.853904776093138
EMP00273,Anis Jedidi,Logistics,1101300,2025-06-04,0.0323,0,15.9,0,0.9742,0.1138,2.0,0,365,0.2195,34.38,1.0334695655446229
EMP00274,Mohamed Oueslati,Support,1902998,2025-07-14,0.6129,1,8.1,0,0.7795,0.1744,3.0,0,365,0.2798,6.29,17.67085233268424
EMP00275,Wael Jedidi,Sales,1313021,2023-12-26,0.4,0,27.5,1,0.8883,0.2325,3.0,0,188,0.0011,21.99,12.92617551650904
EMP00276,Hamza Jebali,Support,1504720,2025-06-01,0.2,1,10.2,1,0.8498,0.1385,3.0,0,38,0.076,24.44,9.08019627402686
EMP00277,Fatma Ayari,Engineering,3115521,2025-10-02,0.9355,1,9.9,1,0.7849,0.1013,3.5,0,190,0.2674,40.41,29.17602599443587
EMP00278,Olfa Tlili,Support,1485583,2024-11-16,0.4,0,11.9,0,0.7368,0.1417,3.0,0,365,0.0454,1.26,12.7497001462389
EMP00279,Imed Bouzid,Support,2687253,2024-06-09,0.6,1,17.3,2,0.8176,0.1486,3.0,1,5,0.2467,39.26,11.492086444892955
EMP00280,Amira Jebali,Support,4172316,2022-06-03,0.871,2,43.8,2,0.9137,0.1807,4.5,0,297,0.0012,44.3,34.462840840580505
EMP00281,Salma Fakhfakh,Support,3150918,2024-09-25,0.4333,1,18.6,1,0.9069,0.1519,3.0,0,253,0.008,9.64,19.184392989475878
EMP00282,Zied Yahyaoui,Finance,3034668,2026-02-11,0.6333,1,4.2,1,0.7762,0.083,3.0,0,41,0.1903,23.12,19.41177697585517
EMP00283,Bechir Mechri,Support,3375932,2023-05-07,0.5,1,35.3,4,0.8103,0.1016,2.5,1,3,0.3404,21.96,10.353359557847304
EMP00284,Houssem Nasri,Sales,2515087,2026-01-23,0.9032,1,2.1,1,0.7371,0.2155,3.0,0,344,0.5,15.03,7.201568423397017
EMP00285,Emna Oueslati,Logistics,2472272,2021-08-17,0.7667,1,61.2,5,0.8279,0.1448,3.5,0,190,0.1947,31.82,29.55040291172546
EMP00286,Manel Meddeb,Sales,801131,2020-12-03,0.5484,0,60.4,3,0.8908,0.1708,2.5,0,299,0.0786,35.56,21.22104337511627
EMP00287,Fatma Tlili,Support,3490879,2025-07-05,0.4516,1,10.3,1,0.9332,0.1153,3.5,0,117,0.1734,37.45,16.17264842509498
EMP00288,Sirine Khemiri,Sales,1618617,2019-09-14,0.0968,1,79.6,3,0.8532,0.2243,3.0,0,227,0.111,23.63,5.0
EMP00289,Rim Boujemaa,Logistics,4121714,2026-02-04,0.2667,2,2.1,0,0.7555,0.1304,4.0,0,365,0.2049,35.47,2.7681081609656135
EMP00290,Rim Hammami,Support,1443669,2026-03-30,0.2258,0,4.3,1,0.8444,0.1436,1.5,0,44,0.0316,25.47,5.868122149116402
EMP00291,Skander Nasri,Logistics,2987886,2025-10-16,0.7742,1,3.3,0,0.8704,0.1206,3.5,0,365,0.0733,27.61,27.984058889712063
EMP00292,Maher Mechri,Logistics,1566599,2026-04-16,0.9667,1,5.5,1,0.734,0.143,3.0,0,105,0.3467,9.07,27.195837010708892
EMP00293,Rym Meddeb,Sales,1190789,2025-11-25,0.5714,0,2.7,1,0.8255,0.2845,2.5,0,89,0.1568,16.07,3.453875872673138
EMP00294,Khaled Hamdi,Finance,2740806,2017-07-07,0.129,1,105.9,12,0.8548,0.1357,3.0,0,240,0.1149,46.86,9.901090848691611
EMP00295,Rania Ferchichi,Logistics,2475009,2025-04-21,0.8333,1,12.1,2,0.9123,0.1394,3.5,0,131,0.0368,42.86,30.472006516123322
EMP00296,Rania Chaabane,Sales,890943,2025-02-04,0.7097,0,18.5,3,0.812,0.2816,2.5,0,130,0.06,0.03,21.32695010115043
EMP00297,Ahlem Boujemaa,Finance,3135710,2021-07-19,0.871,1,56.2,5,0.8289,0.0663,3.0,0,179,0.137,36.44,32.75930844485409
EMP00298,Rim Dridi,Support,947288,2010-04-13,0.9677,0,189.6,9,0.8025,0.2142,2.5,0,126,0.2372,33.51,29.172806279067736
EMP00299,Manel Mansour,Finance,7338933,2025-08-26,0.871,2,2.0,1,0.679,0.0463,4.0,1,44,0.448,29.72,5.187144144451349
EMP00300,Karim Cherif,Sales,3249867,2013-03-23,1.0,1,155.2,16,0.7872,0.1701,3.5,0,74,0.1256,36.62,36.4909155511099
EMP00301,Afef Gharbi,Support,5287069,2025-08-03,0.4516,2,12.4,0,0.8945,0.1135,4.0,0,365,0.1808,4.81,17.595513947554053
EMP00302,Rania Boujemaa,Logistics,1183292,2023-05-01,0.7419,0,29.8,1,0.8925,0.1459,3.0,0,314,0.0386,2.53,24.497312530863745
EMP00303,Salma Bouzid,Engineering,4877232,2023-01-24,0.2667,2,43.5,4,0.7004,0.15,4.0,0,229,0.4488,41.27,10.000474068574142
EMP00304,Houssem Cherif,Logistics,2181756,2026-03-02,0.0968,1,2.0,1,0.7518,0.1364,3.5,1,33,0.1918,47.29,0.0
EMP00305,Nadia Khlifi,Support,2957618,2010-11-30,0.2903,1,180.3,9,0.8832,0.144,3.5,0,100,0.0339,13.31,17.355349027616512
EMP00306,Dorra Bensalem,Finance,2860201,2010-09-24,0.2143,1,184.4,17,0.8365,0.1092,3.5,0,331,0.1092,26.64,13.834447180978007
EMP00307,Mariem Tlili,Engineering,1748651,2026-01-28,0.2581,1,3.3,1,0.8912,0.1676,3.0,0,174,0.0752,11.42,10.906587062654049
EMP00308,Rachid Belhadj,Finance,4395967,2023-07-26,0.3571,2,30.6,0,0.8989,0.0492,4.0,0,365,0.025,27.93,18.421624411048196
EMP00309,Sonia Nasri,Engineering,6311151,2025-10-21,0.9333,2,1.2,0,0.7838,0.1063,4.0,0,365,0.0821,15.78,8.679780716157365
EMP00310,Emna Chahed,Logistics,6585348,2025-06-16,0.5667,2,12.0,0,0.9804,0.0924,4.0,1,365,0.4755,2.2,12.087909133992321
EMP00311,Salma Chahed,Support,2467494,2023-12-31,0.6333,1,29.6,3,0.8821,0.2053,3.0,0,183,0.0031,7.55,24.342376382750608
EMP00312,Hajer Fakhfakh,Engineering,4931367,2025-04-11,0.0323,2,7.7,1,0.9645,0.0573,3.5,0,326,0.0879,14.12,5.0
EMP00313,Mariem Bensalem,Logistics,2962977,2018-07-18,0.9355,1,90.4,0,0.878,0.0971,3.5,0,365,0.1271,19.9,36.36180536211344
EMP00314,Bilel Laabidi,Logistics,3457846,2024-02-26,0.5161,1,22.7,3,0.843,0.1926,3.5,0,160,0.1368,29.87,18.422228187311912
EMP00315,Houda Riahi,Logistics,907015,2011-09-02,0.5,0,177.4,19,0.687,0.1237,2.5,1,25,0.5482,39.24,1.5827674112887193
EMP00316,Amira Cherif,Finance,2191630,2020-08-14,0.3226,1,70.8,8,0.9021,0.0511,3.5,0,105,0.0759,33.43,23.737198293294462
EMP00317,Meryem Ben Ali,Support,940330,2019-12-02,0.2903,0,79.2,5,0.9095,0.1325,3.0,0,245,0.0892,10.24,16.00739517710443
EMP00318,Houda Oueslati,Logistics,1198766,2024-03-09,0.7667,0,30.5,4,0.8869,0.1843,3.0,0,278,0.0121,9.61,25.51415767710844
EMP00319,Hajer Dridi,Sales,1453955,2014-02-27,0.7742,0,148.8,12,0.798,0.2915,2.5,0,44,0.2965,16.82,22.622417206186054
EMP00320,Maher Mejri,Sales,2027291,2023-09-20,0.4286,1,28.8,3,0.8306,0.2978,3.5,0,57,0.0159,33.8,16.57362279726152
EMP00321,Wael Boujemaa,Logistics,1735780,2023-07-08,0.9,1,28.7,2,0.8889,0.2115,3.0,0,140,0.0462,15.62,31.39541447942289
EMP00322,Nesrine Nasri,Support,844693,2023-06-21,0.9355,0,35.2,3,0.8246,0.2302,2.5,0,74,0.0877,35.51,30.048130626601157
EMP00323,Yassine Elloumi,Support,2346533,2026-06-11,0.5,1,3.2,1,0.8214,0.2149,4.0,0,212,0.2879,2.88,16.41755961920431
EMP00324,Karim Elloumi,Support,1482324,2023-11-07,0.2258,0,35.0,2,0.8318,0.2294,3.5,0,51,0.077,23.66,7.929448016873921
EMP00325,Fatma Zouari,Finance,6237642,2024-03-15,0.3548,2,21.9,1,0.7958,0.1052,4.0,0,297,0.1402,21.87,15.361012460281135
EMP00326,Ons Khlifi,Engineering,7103683,2025-12-13,0.4194,2,1.0,0,0.8609,0.1724,4.0,0,365,0.0944,37.88,5.176661027664597
EMP00327,Manel Khemiri,Finance,6681207,2022-01-01,0.0667,2,46.0,0,0.8243,0.1181,4.0,0,365,0.0575,33.16,5.0
EMP00328,Anis Jedidi,Finance,2201204,2025-11-08,0.2903,1,1.0,0,0.7991,0.106,3.5,0,365,0.1609,30.7,3.001905484195533
EMP00329,Emna Chahed,Logistics,1315699,2026-02-19,0.2581,0,2.6,0,0.9484,0.2107,2.5,0,365,0.0819,27.69,1.3066771867836606
EMP00330,Mehdi Meddeb,Finance,1668677,2021-01-15,0.1613,1,63.6,9,0.8926,0.0681,3.0,0,296,0.1676,12.83,10.522197766642435
EMP00331,Rym Tlili,Logistics,1433694,2025-03-19,0.0645,0,11.4,1,0.6535,0.1174,2.0,0,186,0.5,38.25,0.0
EMP00332,Khaled Tlili,Finance,3124631,2025-02-24,0.2857,1,11.5,0,0.9867,0.1199,3.5,0,365,0.0021,20.17,15.311842291289338
EMP00333,Riadh Belhadj,Finance,6035100,2023-05-30,0.4839,2,38.5,0,0.9153,0.1292,4.0,1,365,0.4033,16.47,9.957178088013757
EMP00334,Slim Laabidi,Support,1287262,2016-04-28,0.1333,0,119.2,6,0.7882,0.1422,2.5,0,105,0.2511,10.72,5.576667537077598
EMP00335,Mohamed Boughanmi,Engineering,3481776,2026-07-02,0.2258,1,1.2,0,0.843,0.1006,3.0,0,365,0.0113,9.59,2.917120275254678
EMP00336,Hajer Boukthir,Sales,820857,2024-11-25,0.0645,0,22.2,0,0.8495,0.2213,2.0,0,365,0.1918,4.87,0.15760069593381654
EMP00337,Sami Belhadj,Support,949058,2014-03-05,0.3929,0,143.3,1,0.8822,0.1224,2.5,0,54,0.124,22.83,14.76713047314285
EMP00338,Karim Nasri,Finance,2977547,2010-07-17,0.0323,1,185.5,6,0.8909,0.1049,3.5,0,18,0.0274,37.08,5.0
EMP00339,Nesrine Khlifi,Logistics,893766,2020-03-20,0.9333,0,78.3,4,0.9112,0.1594,2.5,0,183,0.028,12.33,34.346304388022325
EMP00340,Rania Boukthir,Support,3300202,2026-01-07,0.2,1,4.9,1,0.7017,0.1793,3.0,0,311,0.4357,48.37,3.843015648524114
EMP00341,Nesrine Boujemaa,Sales,7435323,2024-03-05,0.0714,2,23.0,1,0.866,0.1549,3.5,0,340,0.0243,38.15,5.0
EMP00342,Leila Riahi,Engineering,4934072,2025-02-09,0.0333,2,15.7,1,0.8525,0.1264,4.0,0,305,0.0258,18.85,5.0
EMP00343,Ons Nasri,Sales,3461425,2026-01-02,0.7667,1,3.6,1,0.8716,0.2654,3.5,0,79,0.0683,48.79,25.35345470201218
EMP00344,Maher Saidi,Support,1126583,2026-07-10,0.3667,0,2.1,0,0.9152,0.2284,2.5,1,365,0.4796,32.16,0.0
EMP00345,Maher Meddeb,Support,1305618,2023-03-23,0.6452,0,34.0,2,0.9212,0.1049,2.5,0,12,0.0087,46.59,19.955010214052187
EMP00346,Sawsen Elloumi,Logistics,925852,2019-10-16,0.3871,0,83.9,5,0.8516,0.2063,3.0,0,71,0.0937,9.24,15.0512702267264
EMP00347,Wafa Chahed,Engineering,1249450,2023-10-04,0.7333,0,35.6,3,0.8337,0.1745,2.0,0,250,0.3084,1.63,21.928094668473896
EMP00348,Nadia Ben Ali,Logistics,1499718,2019-12-13,0.7742,0,72.4,8,0.8693,0.1035,2.0,0,140,0.0455,3.11,26.603857366443595
EMP00349,Slim Chahed,Finance,2681085,2025-09-30,0.5806,1,2.6,1,0.8169,0.0587,3.5,0,157,0.1384,7.29,5.857263753339962
EMP00350,Manel Hammami,Sales,1724098,2014-08-09,1.0,1,140.7,9,0.9029,0.135,3.5,0,351,0.0916,8.66,40.699784791598276
EMP00351,Riadh Khemiri,Logistics,2865407,2024-12-04,0.1667,1,11.0,0,0.8615,0.2046,3.0,0,365,0.0254,25.57,8.640991991840536
EMP00352,Ahmed Oueslati,Finance,2087598,2023-09-15,0.1429,1,28.7,3,0.9233,0.0546,2.5,0,126,0.077,18.07,8.47522200036035
EMP00353,Slim Zouari,Finance,1473107,2025-10-16,0.8387,0,5.3,0,0.7503,0.1345,2.5,0,365,0.087,30.15,23.77635465406688
EMP00354,Houda Bensalem,Support,2073785,2025-10-31,0.129,1,11.1,1,0.8367,0.1552,3.5,0,293,0.0791,10.32,5.652715142386589
